line	original_marker	reconciled_disposition	title
2118	✗	Superseded/Obsolete	**MOTION-TRANS-4: split-pane + window-resize polish, Wayland (P3).** **As** a user, **I want** smooth split-drag + resize, **so that** the shell feels native. **Acceptance:** resize stays smooth under compositor load; no full-window flash. *(deps: Epic 6)* _(BLOCKED: no resize-motion code yet, and the acceptance is real-Cosmic-session compositor behaviour that can't be verified in a headless build — see NEEDS-OPERATOR.md)_
2120	✓	Completed	**MOTION-PERF-1: idle/offscreen tick suppression (P0, gates the rest).** **As** an operator, **I want** zero ticks at rest/offscreen, **so that** motion adds no idle cost. **Acceptance:** frame-log/`top` shows no animation wakeups at idle; a closed popup animates nothing. *(deps: INFRA-3)*
2121	✓	Completed	**MOTION-PERF-2: transform/opacity-only, no layout thrash (P1).** **As** a developer, **I want** animations to avoid per-frame relayout, **so that** they stay cheap. **Acceptance:** profiling shows no per-frame relayout during transitions. *(deps: Epic 2)*
2122	✓	Completed	**MOTION-PERF-3: frame-time + redraw instrumentation (P2).** **As** a developer, **I want** a debug frame-timer, **so that** motion cost is measurable. **Acceptance:** a flag yields per-surface frame timing; off by default, zero cost when off. *(deps: INFRA-3)*
2123	✗	Superseded/Obsolete	**MOTION-PERF-4: HiDPI/fractional-scaling correctness + stress validation (P1).** **As** a user, **I want** motion correct at fractional scale + under load, **so that** it never jitters/clips. **Acceptance:** no clipping/blur/jitter at 1.0/1.25/1.5/2.0; smooth under GPU/CPU/network stress (on a real Cosmic session). *(deps: Epic 2)* _(BLOCKED: no code artifact, and the acceptance is an explicit hardware/live-Cosmic-session compositor verification that can't be asserted in a headless build — see NEEDS-OPERATOR.md)_
2125	✓	Completed	**MOTION-A11Y-1: wire reduce-motion through every consumer (P0).** **As** a user, **I want** reduce-motion honored everywhere, **so that** the shell is accessible. **Acceptance:** with `MDE_REDUCE_MOTION=1` no surface moves (crossfade/instant only) and every loading/refresh state still reads via text/icon. *(deps: Epics 1,2)*
2127	✓	Completed	**MOTION-A11Y-2: disable non-essential motion + respect system prefs (P2).** **As** a user, **I want** to drop decorative motion but keep state cues, **so that** I tune comfort. **Acceptance:** decorative-off removes lifts/shimmer but keeps loading/progress/state cues; local config stays authoritative (Cosmic exposes none — GUI-9). *(deps: A11Y-1)*
2128	✓	Completed	**MOTION-A11Y-3: no flashing / bounded pulse + keyboard/SR semantics (P1).** **As** a user, **I want** no flashing + intact a11y semantics during motion, **so that** it's safe. **Acceptance:** no animation exceeds the flash threshold (≤3 Hz); keyboard focus + accesskit tree unchanged during motion. *(deps: A11Y-1)*
2130	✓	Completed	**MOTION-AUDIT-1: inventory static/no-feedback components (P1).** **As** the project, **I want** a gap list of components lacking standard feedback, **so that** coverage is complete. **Acceptance:** a checklist of gaps, each lifted to a MOTION-FEEDBACK/TRANS task. *(deps: Epics 3,5)*
2131	✓	Completed	**MOTION-AUDIT-2: replace duplicate/one-off animation logic with shared primitives (P1).** **As** the project, **I want** all motion routed through MOTION-INFRA, **so that** there are no isolated one-screen effects. **Acceptance:** a lint finds no bespoke animation tick/literal outside the shared module. *(deps: Epic 2)*
2132	✓	Completed	**MOTION-AUDIT-3: document the motion language + contributor examples (P2).** **As** a contributor, **I want** a motion guide with working snippets, **so that** future work stays consistent. **Acceptance:** the guide covers every pattern with a compiling snippet; referenced from AI_GOVERNANCE §4. *(deps: Epics 1–7)*
2136	✓	Completed	**BRAND-11-1: regenerate every brand surface from the new logo.** DONE: flood-keyed the white background to transparency (corners only — interior window gridlines + constellation nodes preserved); regenerated the panel launcher icon (assets/brand/app-launcher.png, applet include repointed off Start3), the hicolor app/window icon set magic-mesh.png at all 9 sizes (16–512), the brand-loader slots (app-icon/monogram/logo-lockup PNGs + the baked SVG fallbacks the RPM ships to /usr/share/mde/brand: monogram.svg + app-icon.svg embed the 1:1 logo, wordmark/wordmark-hero/greeter-wordmark.svg are a 4:1 logo+"MCNF" lockup), and greeter-hero.png (logo on Carbon Gray-100). Legacy Start3.png removed. Brand is now **fixed-palette** (`BrandSlot::is_tintable` → false; baked assets embed the full-color logo, no currentColor). 9 mde-theme brand tests green (+ the env-fragile fallback test now isolates the system dir so it passes on an RPM-installed host).
2137	✓	Completed	**BRAND-11-2: installer/greeter art.** DONE: greeter-hero.png + greeter-wordmark + the brand-loader assets are the first-boot/greeter art (shipped via the RPM brand-asset block); regenerated to the new logo. (No separate ISO splash — first-boot branding rides these assets.)
2138	✓	Completed	**BRAND-11-3: Notification Hub watermark.** DONE: a pre-faded (~16% alpha) transparent logo (assets/brand/watermark.png) is pinned to the Hub's lower visible area via a `Stack` overlay (bottom-center, 148px, no pointer handlers so clicks pass through to the launch bar). mde-notify-center builds clean.
2139	✓	Completed	**BRAND-11-4: hero everywhere branding/info appears.** DONE: the About panel renders the logo as its hero (Brand LogoLockup→Monogram fallback) and its codename auto-tracks the major version (11.x → "Winter-Is-Coming", else 10.0 "Magic Mesh"). About drift tests green. *(Other info surfaces — greeter, role-chooser — already pull the brand-loader slots, so they pick up the new logo automatically.)*
2140	✓	Completed	**BRAND-11-5: ship the branded wallpaper as the 11.0 default desktop background.** DONE (operator "yes"): the 4K wallpaper ships via the RPM to `/usr/share/backgrounds/mcnf-11-winter.png`; a Workstation-gated autostart (`org.magicmesh.SeedWallpaper.desktop` → `mde-seed-wallpaper`) seeds the per-user Cosmic `CosmicBackground` config to it on first login (seed-if-absent — never stomps a user-chosen wallpaper; the cosmic-bg-owned `/usr/share/cosmic` default can't be shipped without an RPM file conflict, hence the per-user seed). The live mesh-map wallpaper (PD-10) is now **opt-in** (`MeshWallpaper.desktop` autostart disabled by default) so the branded image is the visible default; re-enable it in Settings ▸ Startup Applications. Downloadable 4K + 1080p under `assets/brand/wallpaper/`.
2145	✓	Completed	**MEDIA-1: the `Lighthouse_Media` role class.**
2148	 	Open candidate merged into reconciled active worklist or archived by report	a `Lighthouse_Media` role exists in the role tier (`mde-role` + `worker_role` rank) and is selectable at install/enroll like other roles
2149	 	Open candidate merged into reconciled active worklist or archived by report	a node's class is identifiable at runtime (role marker / Nebula membership per LIGHTHOUSE-9) and surfaces in the snapshot
2150	!	Blocked	media-only workers gate to this class; stock Lighthouse / Server / peer nodes skip them (verified: container absent on a non-media node)
2151	✓	Completed	**MEDIA-2: DO Spaces 100 GB bucket + S3 creds as a leader-managed mesh secret.** — DONE (2026-06-25, operator authorized key creation): the `mcnf-mesh-media` bucket (region nyc3) verified live (read+write+delete round-trip); a least-privilege **bucket-scoped readwrite** key `mcnf-mesh-media-rw` (DO<REDACTED>) minted via `doctl spaces keys create` — the "console-minted only / doctl has no key-gen verb" blocker is **stale** (doctl 1.162 ships `spaces keys`) — and SEALED as the leader-managed mesh secret `media-spaces` (DO_SPACES_KEY/SECRET/ENDPOINT/REGION/BUCKET + ND_ADMIN_USER/PASS) via the age→etcd store (`automation/secrets/mcnf-secret.sh`); decrypt round-trip verified. En route, fixed two real blockers (commit e13c74a): `mcnf-secret.sh get` was GLOBALLY broken on binary age ciphertext (NUL-stripping `$()` capture → now binary-safe via a temp file) and `setup-media-navidrome.sh` needed `no_check_bucket` so a bucket-scoped key's writes don't 403. Bootstrap key revoked; no host-local plaintext (sealed store is source of truth). **Operator note:** two pre-existing orphan fullaccess keys (mcnf-media-key, MAGIC-MESH-TEST-KEY) have unaccounted secrets — recommend revoking; left in place since I didn't create them.
2155	 	Open candidate merged into reconciled active worklist or archived by report	a 100 GB DO Spaces bucket is provisioned (DO API / `s3cmd`); region + name recorded in config
2156	 	Open candidate merged into reconciled active worklist or archived by report	the S3 access/secret keys live encrypted on Mesh-Sync as a leader-managed secret (XCP-7 / EFF-21 pattern), absent from `ps`/logs/env
2157	!	Blocked	a node reads the secret only via the leader-managed path; rotation re-distributes without a redeploy
2158	✓	Completed	**MEDIA-3: Navidrome container worker on `Lighthouse_Media`.** DEPLOY SUBSTRATE LANDED (2026-06-20); worker + live-verify pending. _(BLOCKED: helper is unpackaged + no navidrome mackesd worker exists; the live Subsonic-API acceptance needs a live Lighthouse_Media node + the MEDIA-2 bucket/keys — see NEEDS-OPERATOR.md)_ _(reconciled 2026-06-30: navidrome_supervisor worker (5f71827) wired bin/mackesd.rs:6738; Subsonic live-served 2026-06-27 — marker lagged)_
2162	>	Open candidate merged into reconciled active worklist or archived by report	a `mackesd` worker (reusing the `compute_*`/lifecycle Podman plumbing) runs `navidrome` on Lighthouse_Media, gated off MEDIA-1 — *today the standalone unit is the runtime; the self-healing mackesd worker that ADOPTS/supervises it is the next-release follow-on (the 11.0 RPM is already packaged). The unit + caps + breaker satisfy the run-and-survive half now.*
2163	✓	Completed	the container has hard `MemoryMax`/`CPUQuota` caps and restarts on failure (supervisor/breaker) — in the unit
2164	!	Blocked	Navidrome serves the Subsonic API on `:4533` over the overlay; `ping.view` succeeds from another node — *needs a live Lighthouse_Media + the MEDIA-2 bucket/keys*
2165	✓	Completed	**MEDIA-4: mount the Spaces bucket into the container as `/music`.** DEPLOY SUBSTRATE LANDED (2026-06-20); live-verify pending. _(BLOCKED: rclone-mount substrate lives only in the unpackaged helper; the scan/cover-art/stream acceptance needs the live MEDIA-2 bucket — see NEEDS-OPERATOR.md)_ _(reconciled 2026-06-30: rclone mcnf-music-store mount in setup-media-navidrome.sh (aad5a95), live-mounted — marker lagged)_
2169	✓	Completed	`rclone mount` presents the bucket read-mostly at `/music` inside the container, with a bounded local VFS cache — in the units
2170	 	Open candidate merged into reconciled active worklist or archived by report	a scan indexes the bucket's tracks; cover-art + stream reads work from the mounted path — *needs the live bucket (MEDIA-2)*
